,1,183,1,2023-05-26,15:15,2023-05-26,15:15,26837.9,27072.230000000003,1.0
,1,183,1,2023-05-26,15:15,2023-05-26,15:15,26582.2,26816.530000000002,1.0
,1,182,1,2023-05-26,14:45,2023-05-26,14:45,26536.8,26369.63,1.0
,1,182,1,2023-05-26,13:45,2023-05-26,13:45,26390.8,26223.63,1.0
,1,181,1,2023-05-25,14:45,2023-05-25,14:45,26262.4,26292.07,1.0
,1,181,1,2023-05-25,14:45,2023-05-25,14:45,26313.1,26342.769999999997,1.0
,1,180,1,2023-05-23,04:00,2023-05-23,04:00,27222.6,27304.16,1.0
,1,180,1,2023-05-23,04:00,2023-05-23,04:00,27119.3,27200.86,1.0
,1,179,1,2023-05-21,02:00,2023-05-21,02:00,27247.4,27244.010000000002,1.0
,1,179,1,2023-05-21,02:00,2023-05-21,02:00,27229.0,27225.61,1.0
,1,178,1,2023-05-20,20:00,2023-05-20,20:00,27019.0,26886.44,1.0
,1,178,1,2023-05-20,19:00,2023-05-20,19:00,27129.9,26997.34,1.0
,1,177,1,2023-05-19,17:30,2023-05-19,17:30,26786.0,26848.54,1.0
,1,177,1,2023-05-19,17:00,2023-05-19,17:00,26870.0,26932.54,1.0
,1,176,1,2023-05-18,16:45,2023-05-18,16:45,27034.5,27085.64,1.0
,1,176,1,2023-05-18,16:30,2023-05-18,16:30,27107.3,27158.44,1.0
,1,175,1,2023-05-18,15:45,2023-05-18,15:45,27010.1,27158.519999999997,1.0
,1,175,1,2023-05-18,15:45,2023-05-18,15:45,27180.2,27328.62,1.0
,1,174,1,2023-05-18,13:15,2023-05-18,13:15,27464.0,27475.74,1.0
,1,174,1,2023-05-18,13:15,2023-05-18,13:15,27430.3,27442.04,1.0
,1,173,1,2023-05-17,20:15,2023-05-17,20:15,27421.1,27527.609999999997,1.0
,1,173,1,2023-05-17,20:15,2023-05-17,20:15,27292.7,27399.21,1.0
,1,172,1,2023-05-16,10:45,2023-05-16,10:45,27061.4,27104.43,1.0
,1,172,1,2023-05-16,10:45,2023-05-16,10:45,27126.1,27169.129999999997,1.0
,1,171,1,2023-05-15,18:15,2023-05-15,18:15,27646.6,27676.5,1.0
,1,171,1,2023-05-15,18:15,2023-05-15,18:15,27594.6,27624.5,1.0
,1,170,1,2023-05-15,17:30,2023-05-15,17:30,27597.4,27705.370000000003,1.0
,1,170,1,2023-05-15,17:30,2023-05-15,17:30,27467.4,27575.370000000003,1.0
,1,169,1,2023-05-15,02:45,2023-05-15,02:45,27275.9,27420.050000000003,1.0
,1,169,1,2023-05-15,02:45,2023-05-15,02:45,27110.0,27254.15,1.0
,1,168,1,2023-05-10,20:30,2023-05-10,20:30,27675.4,27108.18,1.0
,1,168,1,2023-05-10,18:30,2023-05-10,18:30,27130.1,26562.879999999997,1.0
,1,167,1,2023-05-10,14:45,2023-05-10,14:45,28174.3,28185.67,1.0
,1,167,1,2023-05-10,14:45,2023-05-10,14:45,28140.4,28151.77,1.0
,1,166,1,2023-05-10,13:45,2023-05-10,13:45,28166.3,28325.04,1.0
,1,166,1,2023-05-10,13:45,2023-05-10,13:45,27985.1,28143.84,1.0
,1,165,1,2023-05-05,15:45,2023-05-05,15:45,29433.0,29508.89,1.0
,1,165,1,2023-05-05,15:45,2023-05-05,15:45,29333.6,29409.489999999998,1.0
,1,164,1,2023-05-05,14:00,2023-05-05,14:00,28887.5,28931.86,1.0
,1,164,1,2023-05-05,13:45,2023-05-05,13:45,28955.0,28999.36,1.0
,1,163,1,2023-05-05,03:00,2023-05-05,03:00,29547.8,29761.26,1.0
,1,163,1,2023-05-05,02:45,2023-05-05,02:45,29310.8,29524.26,1.0
,1,162,1,2023-05-03,22:30,2023-05-03,22:30,29045.5,29231.95,1.0
,1,162,1,2023-05-03,22:30,2023-05-03,22:30,28835.9,29022.350000000002,1.0
,1,161,1,2023-05-03,22:15,2023-05-03,22:15,28600.0,28262.85,1.0
,1,161,1,2023-05-03,20:15,2023-05-03,20:15,28285.6,27948.449999999997,1.0
,1,160,1,2023-05-03,19:00,2023-05-03,19:00,28559.2,28381.79,1.0
,1,160,1,2023-05-03,18:45,2023-05-03,18:45,28713.7,28536.29,1.0
,1,159,1,2023-05-02,16:45,2023-05-02,16:45,28705.4,28735.460000000003,1.0
,1,159,1,2023-05-02,16:45,2023-05-02,16:45,28652.4,28682.460000000003,1.0
,1,158,1,2023-04-30,16:00,2023-04-30,16:00,29683.0,29965.38,1.0
,1,158,1,2023-04-30,16:00,2023-04-30,16:00,29377.0,29659.38,1.0
,1,157,1,2023-04-27,02:30,2023-04-27,02:30,28834.6,28152.539999999997,1.175176
,1,157,1,2023-04-27,01:30,2023-04-27,01:30,29391.7,28709.64,1.175176
,1,156,1,2023-04-26,22:15,2023-04-26,22:15,28079.5,28180.59,1.0
,1,156,1,2023-04-26,22:15,2023-04-26,22:15,28203.1,28304.19,1.0
,1,155,1,2023-04-26,20:45,2023-04-26,20:45,27651.6,28237.539999999997,1.0
,1,155,1,2023-04-26,20:45,2023-04-26,20:45,28259.9,28845.84,1.0
,1,154,1,2023-04-25,21:15,2023-04-25,21:15,27965.8,28059.27,1.0
,1,154,1,2023-04-25,21:15,2023-04-25,21:15,27850.0,27943.47,1.0
,1,153,1,2023-04-25,19:15,2023-04-25,19:15,27731.4,27785.850000000002,1.0
,1,153,1,2023-04-25,19:15,2023-04-25,19:15,27654.8,27709.25,1.0
,1,152,1,2023-04-24,16:15,2023-04-24,16:15,27226.2,27291.38,1.0
,1,152,1,2023-04-24,15:45,2023-04-24,15:45,27313.2,27378.38,1.0
,1,151,1,2023-04-24,08:00,2023-04-24,08:00,27380.8,27512.03,1.0
,1,151,1,2023-04-24,08:00,2023-04-24,08:00,27534.0,27665.23,1.0
,1,150,1,2023-04-24,02:00,2023-04-24,02:00,27960.6,28105.3,1.0
,1,150,1,2023-04-24,02:00,2023-04-24,02:00,27793.6,27938.3,1.0
,1,149,1,2023-04-23,20:00,2023-04-23,20:00,27408.8,27421.559999999998,1.0
,1,149,1,2023-04-23,20:00,2023-04-23,20:00,27443.5,27456.26,1.0
,1,148,1,2023-04-23,02:45,2023-04-23,02:45,27460.2,27473.52,1.0
,1,148,1,2023-04-23,01:45,2023-04-23,01:45,27495.5,27508.82,1.0
,1,147,1,2023-04-19,07:30,2023-04-19,07:30,30072.7,30075.93,1.0
,1,147,1,2023-04-19,07:30,2023-04-19,07:30,30100.0,30103.23,1.0
,1,146,1,2023-04-18,19:00,2023-04-18,19:00,30013.4,27800.2,8.733935
,1,146,1,2023-04-18,15:45,2023-04-18,15:45,30242.7,28029.5,8.733935
,1,145,1,2023-04-18,12:45,2023-04-18,12:45,30374.7,30649.73,6.671209
,1,145,1,2023-04-18,12:45,2023-04-18,12:45,30309.2,30584.23,6.671209
,1,144,1,2023-04-16,22:00,2023-04-16,22:00,30264.5,30311.13,6.321514
,1,144,1,2023-04-16,21:15,2023-04-16,21:15,30296.1,30342.73,6.321514
,1,143,1,2023-04-16,20:00,2023-04-16,20:00,30558.4,30777.670000000002,4.677013
,1,143,1,2023-04-16,20:00,2023-04-16,20:00,30487.1,30706.37,4.677013
,1,142,1,2023-04-14,01:45,2023-04-14,01:45,30764.9,30840.54,4.10971
,1,142,1,2023-04-14,01:45,2023-04-14,01:45,30721.9,30797.54,4.10971
,1,141,1,2023-04-13,15:45,2023-04-13,15:45,30553.1,30846.55,1.90886
,1,141,1,2023-04-13,15:45,2023-04-13,15:45,30375.0,30668.45,1.90886
,1,140,1,2023-04-10,18:00,2023-04-10,18:00,29295.7,29534.97,1.0
,1,140,1,2023-04-10,18:00,2023-04-10,18:00,29033.1,29272.37,1.0
,1,139,1,2023-04-09,22:30,2023-04-09,22:30,28397.5,28467.52,1.0
,1,139,1,2023-04-09,22:30,2023-04-09,22:30,28304.8,28374.82,1.0
,1,138,1,2023-04-09,20:15,2023-04-09,20:15,28288.9,28479.25,1.0
,1,138,1,2023-04-09,20:15,2023-04-09,20:15,28076.0,28266.35,1.0
,1,137,1,2023-04-09,07:15,2023-04-09,07:15,27906.1,27917.66,1.0
,1,137,1,2023-04-09,07:15,2023-04-09,07:15,27940.0,27951.56,1.0
,1,136,1,2023-04-08,07:00,2023-04-08,07:00,28148.4,28142.390000000003,1.0
,1,136,1,2023-04-08,07:00,2023-04-08,07:00,28131.9,28125.890000000003,1.0
,1,135,1,2023-04-05,01:45,2023-04-05,01:45,28741.8,29344.469999999998,2.0
,1,135,1,2023-04-05,01:45,2023-04-05,01:45,28417.6,29020.269999999997,2.0
,1,134,1,2023-04-05,01:45,2023-04-05,01:45,28417.6,27964.44,1.0
,1,134,1,2023-04-04,16:30,2023-04-04,16:30,27987.0,27533.84,1.0
,1,133,1,2023-04-03,09:30,2023-04-03,09:30,28456.1,28519.969999999998,1.0
,1,133,1,2023-04-03,09:30,2023-04-03,09:30,28369.5,28433.37,1.0
,1,132,1,2023-03-30,16:45,2023-03-30,16:45,28150.2,28226.14,1.0
,1,132,1,2023-03-30,15:15,2023-03-30,15:15,28248.7,28324.64,1.0
,1,131,1,2023-03-30,03:30,2023-03-30,03:30,29180.3,29531.41,1.0
,1,131,1,2023-03-30,03:30,2023-03-30,03:30,28806.0,29157.11,1.0
,1,130,1,2023-03-23,15:45,2023-03-23,15:45,28662.5,28786.83,1.0
,1,130,1,2023-03-23,15:45,2023-03-23,15:45,28515.3,28639.63,1.0
,1,129,1,2023-03-22,19:00,2023-03-22,19:00,27083.8,27996.86,1.0
,1,129,1,2023-03-22,19:00,2023-03-22,19:00,28018.9,28931.960000000003,1.0
,1,128,1,2023-03-22,15:15,2023-03-22,15:15,28726.9,28844.27,1.0
,1,128,1,2023-03-22,15:15,2023-03-22,15:15,28586.6,28703.969999999998,1.0
,1,127,1,2023-03-21,16:45,2023-03-21,16:45,28434.3,28520.7,1.0
,1,127,1,2023-03-21,16:45,2023-03-21,16:45,28325.2,28411.600000000002,1.0
,1,126,1,2023-03-20,08:30,2023-03-20,08:30,28448.3,28689.05,1.0
,1,126,1,2023-03-20,08:30,2023-03-20,08:30,28184.9,28425.65,1.0
,1,125,1,2023-03-20,07:45,2023-03-20,07:45,28255.5,28348.54,1.0
,1,125,1,2023-03-20,07:45,2023-03-20,07:45,28139.9,28232.940000000002,1.0
,1,124,1,2023-03-17,01:30,2023-03-17,01:30,25465.4,25558.47,1.0
,1,124,1,2023-03-17,01:30,2023-03-17,01:30,25352.0,25445.07,1.0
,1,123,1,2023-03-14,13:45,2023-03-14,13:45,26047.2,26140.21,1.0
,1,123,1,2023-03-14,13:45,2023-03-14,13:45,25933.4,26026.41,1.0
,1,122,1,2023-03-14,12:45,2023-03-14,12:45,26085.0,26627.26,1.0
,1,122,1,2023-03-14,12:45,2023-03-14,12:45,25522.1,26064.359999999997,1.0
,1,121,1,2023-03-13,14:00,2023-03-13,14:00,23117.8,23750.17,1.0
,1,121,1,2023-03-13,14:00,2023-03-13,14:00,22467.2,23099.57,1.0
,1,120,1,2023-03-13,13:30,2023-03-13,13:30,22485.8,22523.13,1.0
,1,120,1,2023-03-13,13:30,2023-03-13,13:30,22430.5,22467.83,1.0
,1,119,1,2023-03-12,20:45,2023-03-12,20:45,21344.1,21469.98,1.0
,1,119,1,2023-03-12,20:45,2023-03-12,20:45,21201.2,21327.08,1.0
,1,118,1,2023-03-12,18:30,2023-03-12,18:30,21346.2,21795.510000000002,1.0
,1,118,1,2023-03-12,18:30,2023-03-12,18:30,20880.0,21329.31,1.0
,1,117,1,2023-03-12,18:00,2023-03-12,18:00,20825.7,20859.86,1.0
,1,117,1,2023-03-12,18:00,2023-03-12,18:00,20774.9,20809.06,1.0
,1,116,1,2023-03-07,20:00,2023-03-07,20:00,21975.1,22100.859999999997,1.0
,1,116,1,2023-03-07,20:00,2023-03-07,20:00,22118.5,22244.26,1.0
,1,115,1,2023-03-06,19:30,2023-03-06,19:30,22356.7,22377.0,1.0
,1,115,1,2023-03-06,19:30,2023-03-06,19:30,22394.9,22415.2,1.0
,1,114,1,2023-03-06,16:00,2023-03-06,16:00,22574.6,22587.55,1.0
,1,114,1,2023-03-06,16:00,2023-03-06,16:00,22543.6,22556.55,1.0
,1,113,1,2023-03-06,01:45,2023-03-06,01:45,22302.4,22336.440000000002,1.0
,1,113,1,2023-03-05,21:45,2023-03-05,21:45,22354.3,22388.34,1.0
,1,112,1,2023-03-05,02:45,2023-03-05,02:45,22292.9,22306.850000000002,1.0
,1,112,1,2023-03-05,02:45,2023-03-05,02:45,22324.7,22338.65,1.0
,1,111,1,2023-03-05,01:30,2023-03-05,01:30,22630.8,22697.329999999998,1.0
,1,111,1,2023-03-05,01:30,2023-03-05,01:30,22546.2,22612.73,1.0
,1,110,1,2023-03-01,05:00,2023-03-01,05:00,23820.6,23833.96,1.0
,1,110,1,2023-03-01,05:00,2023-03-01,05:00,23788.2,23801.56,1.0
,1,109,1,2023-02-27,16:15,2023-02-27,16:15,23227.9,23282.79,1.0
,1,109,1,2023-02-27,16:15,2023-02-27,16:15,23301.4,23356.29,1.0
,1,108,1,2023-02-27,14:45,2023-02-27,14:45,23807.3,23817.37,1.0
,1,108,1,2023-02-27,14:30,2023-02-27,14:30,23778.2,23788.27,1.0
,1,107,1,2023-02-27,13:45,2023-02-27,13:45,23770.5,23791.7,1.0
,1,107,1,2023-02-27,13:45,2023-02-27,13:45,23730.3,23751.5,1.0
,1,106,1,2023-02-26,18:45,2023-02-26,18:45,23530.7,23614.82,1.0
,1,106,1,2023-02-26,18:45,2023-02-26,18:45,23427.8,23511.92,1.0
,1,105,1,2023-02-23,11:30,2023-02-23,11:30,23664.3,23836.89,1.0
,1,105,1,2023-02-23,11:30,2023-02-23,11:30,23855.9,24028.49,1.0
,1,104,1,2023-02-23,02:45,2023-02-23,02:45,24584.3,24619.149999999998,1.0
,1,104,1,2023-02-23,02:45,2023-02-23,02:45,24529.8,24564.649999999998,1.0
,1,103,1,2023-02-21,08:45,2023-02-21,08:45,24622.7,24792.23,1.0
,1,103,1,2023-02-21,08:45,2023-02-21,08:45,24812.0,24981.53,1.0
,1,102,1,2023-02-21,03:00,2023-02-21,03:00,24917.6,24723.899999999998,1.0
,1,102,1,2023-02-21,02:45,2023-02-21,02:45,25091.3,24897.6,1.0
,1,101,1,2023-02-20,11:45,2023-02-20,11:45,24961.7,24998.850000000002,1.0
,1,101,1,2023-02-20,11:45,2023-02-20,11:45,24904.6,24941.75,1.0
,1,100,1,2023-02-20,10:45,2023-02-20,10:45,24974.7,25025.15,1.0
,1,100,1,2023-02-20,10:45,2023-02-20,10:45,24904.3,24954.75,1.0
,1,99,1,2023-02-20,10:00,2023-02-20,10:00,24986.2,25067.75,1.0
,1,99,1,2023-02-20,10:00,2023-02-20,10:00,24884.7,24966.25,1.0
,1,98,1,2023-02-19,16:45,2023-02-19,16:45,24931.1,24673.96,1.0
,1,98,1,2023-02-19,16:15,2023-02-19,16:15,25168.2,24911.06,1.0
,1,97,1,2023-02-17,20:15,2023-02-17,20:15,25036.9,25133.5,2.0
,1,97,1,2023-02-17,20:15,2023-02-17,20:15,24968.6,25065.199999999997,2.0
,1,96,1,2023-02-17,20:15,2023-02-17,20:15,24968.6,23845.969999999998,1.0
,1,96,1,2023-02-17,15:00,2023-02-17,15:00,23865.5,22742.87,1.0
,1,95,1,2023-02-16,15:45,2023-02-16,15:45,25100.7,25389.14,1.0
,1,95,1,2023-02-16,15:45,2023-02-16,15:45,24792.3,25080.739999999998,1.0
,1,94,1,2023-02-15,11:45,2023-02-15,11:45,22474.8,22486.03,1.0
,1,94,1,2023-02-15,11:45,2023-02-15,11:45,22445.6,22456.829999999998,1.0
,1,93,1,2023-02-14,15:00,2023-02-14,15:00,22316.0,22374.18,1.0
,1,93,1,2023-02-14,15:00,2023-02-14,15:00,22240.0,22298.18,1.0
,1,92,1,2023-02-14,14:15,2023-02-14,14:15,21593.6,21619.41,1.0
,1,92,1,2023-02-14,14:15,2023-02-14,14:15,21636.7,21662.510000000002,1.0
,1,91,1,2023-02-13,08:30,2023-02-13,08:30,21690.7,21752.32,1.0
,1,91,1,2023-02-13,08:30,2023-02-13,08:30,21769.7,21831.32,1.0
,1,90,1,2023-02-13,01:15,2023-02-13,01:15,21696.9,21727.420000000002,1.0
,1,90,1,2023-02-13,01:15,2023-02-13,01:15,21744.8,21775.32,1.0
,1,89,1,2023-02-12,21:45,2023-02-12,21:45,21696.5,21769.31,1.0
,1,89,1,2023-02-12,21:45,2023-02-12,21:45,21786.7,21859.510000000002,1.0
,1,88,1,2023-02-12,18:30,2023-02-12,18:30,21949.6,21851.01,1.0
,1,88,1,2023-02-12,16:45,2023-02-12,16:45,22030.6,21932.01,1.0
,1,87,1,2023-02-12,09:45,2023-02-12,09:45,21958.2,22042.170000000002,1.0
,1,87,1,2023-02-12,09:30,2023-02-12,09:30,21856.7,21940.670000000002,1.0
,1,86,1,2023-02-07,20:30,2023-02-07,20:30,23190.9,22767.81,1.0
,1,86,1,2023-02-07,18:30,2023-02-07,18:30,22786.2,22363.11,1.0
